,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
45,David Moreno,Virtualware,CMO,https://www.des-madrid.com/agenda-2021-speakers/david-moreno/,"CMO of Virtualware, one of the pioneering virtual reality companies based in Spain. He’s been working for the company for the past 14 years, starting as UI/UX designer and programmer. Currently he is leading the global marketing and business development strategy, helping companies drive innovation and create value through VR.Co-chair of the VR AR Association Enterprise Committee with the goal of fostering Industry collaborations in order to bring forth meaningful solutions and standards.",https://www.linkedin.com/in/damoca/,https://twitter.com/@_damoca
46,David Oyarzun,NUAVIS Technology,CEO ,https://www.des-madrid.com/agenda-2021-speakers/david-oyarzun/,"Dr.-Eng. in Computer Science. His background also includes several professional training programs about commercial and strategy management. He has also numerous scientific publications about innovative technologies. Before cofounding NUAVIS, he was Department Director in a Research Centre specialized in visual computing, being also part of the Board of Directors. His current responsibilities in NUAVIS include the definition of the company strategy and the looking for new business opportunities.",https://www.linkedin.com/in/davidoyarzun/,TW no disponible
47,David Vivancos,The Keen Folks,Board Member & NED,https://www.des-madrid.com/agenda-2021-speakers/david-vivancos/,"Artificial Intelligence & Data Science serial entrepreneur with 5 Digital Startups co-founded since 1995 + 2 intrapreneur ventures for a Fortune500. Keynote lecturer & associate professor with 300+ conferences internationally , Artificial Intelligence advisor to CEO’s and boards, Author of the book “Automate or Be Automated” & “From Big Data to Artificial Intelligence”, Deep Learning + Computational NeuroScience Algorithmist. Learn more @www.vivancos.com & books @amazon.com/author/davidvivancos",https://www.linkedin.com/in/davidvivancos,https://twitter.com/@vivancosdavid
48,Diego Calvo,Concept Hotel Group,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/diego-calvo/,"Diego Calvo, CEO and Founder of Concept Hotel Group, is a native of Ibiza, the island where he has established his particular and creative vision of the hotel industry. With more than 20 years of rock ’n’ roll attitude in the sector, he previously worked in groups such as Marriott, NH and Hilton. Forbes has include him in 2020 into the list of the 100 hundred most creative people of Spain. Just as rock bands earn gold records, Diego Calvo creates conceptual hotels with flow.",no disponible,no disponible
49,Diego Docavo,K·node (UAM),Ecosystem Builder,https://www.des-madrid.com/agenda-2021-speakers/diego-docavo/,"Passionate about startups, technology and the creation of ecosystems that promote innovation.",https://www.linkedin.com/in/diegodocavo/,TW no disponible
50,Dominique Mendes,SIGHTCALL,Director of Sales Iberica & LATAM,https://www.des-madrid.com/agenda-2021-speakers/dominique-mendes/,"Dominique attended Stockholm University School of Business in 2003, where he got an MBA degree focusing on Innovative Leadership for Network Organizations.",https://www.linkedin.com/in/dominique-mendes78/,https://twitter.com/@sightcall
51,Dorota Zimnoch,Volvo Financial Services,Digital Strategy Head ,https://www.des-madrid.com/agenda-2021-speakers/dorota-zimnoch/,"Dorota Zimnoch is an international digital transformation and innovation expert, passionate about applying technology responsibly to create sustainable value for Individuals, communities and businesses. At Volvo Group she drives a digital transformation change management and engagement strategy, enabling company’s value creation at scale by positioning digital at the core. Her previous experience includes creating digital value propositions at Citi, AIG, MetLife, Zing BC, Santander. ",https://www.linkedin.com/in/dorotazimnoch/,https://twitter.com/@D_Zimnoch
52,Edgar Weggelaar,Tourism Innovation Summit,Congress Vice President,https://www.des-madrid.com/agenda-2021-speakers/edgar-weggelaar/,"A social entrepreneur, consultant & lecturer in tourism, destinations, innovation, education, communication, social impact, & international relations experience. Developed projects for more than 100 international companies & public institutions, lectured in 5 different universities & business schools, spoken in more than 50 events, generated more than 140,000 media impacts & more than 1.600,000 social media interactions with his campaigns and through LinkedIn actions & speaks 9 languages.",https://www.linkedin.com/in/edgar-weggelaar-40095b16/,TW no disponible
53,Eduvigis Ortiz Moronta,SAS Insititute,Strategic Alliances Leader / Founder & President W4C Spain,https://www.des-madrid.com/agenda-2021-speakers/eduvigis-ortiz-moronta/,"Edu Ortiz has more than 30 years’ experience in business & information technology sector using Cybersecurity, Big Data Analytics, AI, Cloud and Digital Transformation portfolio. Edu is an industrial engineer, Fulbright Scholar and MS in Engineering. She holds a General Management Program (PDG)-IESE and participated in the Corporate Governance Program W50 Banco Santander-UCLA and in the Promociona Program-ESADE. Edu is the President & Founder of Women4Cyber Spain and the WiMLDS Madrid Meetup.",www.linkedin.com/in/eduvigisortizmoronta,https://twitter.com/@EduvigisOrtiz
54,Efrain Castaneda Mogollon,OneTrust,Senior Privacy Counsel,https://www.des-madrid.com/agenda-2021-speakers/efrain-castaneda-mogollon/,"I am a qualified lawyer with academic Background in Mexico, the Netherlands and Belgium. I specialise on regulation of emerging technologies with a focus on privacy and data protection. Currently I am a Senior Privacy Counsel at OneTrust, the leading Privacy, Security and Governance platform in the market. At OneTrust I focus mostly on marketing compliance, digital consent, universal consent, international data transfers and platform development. ",https://www.linkedin.com/in/efrain-castaneda-mogollon-1086494b/,TW no disponible
55,Elena Alti,Banco Santander,Directora de Marketing Digital,https://www.des-madrid.com/agenda-2021-speakers/elena-alti/,"#MarketingStrategy, #Digital, #Content, #Brand and #Communications",www.linkedin.com/in/marketing-digital-brands-elena-alti,https://twitter.com/@ElenaAlti
56,Elena Arrieta,DigitalES,Directora de Comunicación,https://www.des-madrid.com/agenda-2021-speakers/elena-arrieta/,,no disponible,no disponible
57,Elena Díaz de Liaño,Sodexo Benefits and Rewards,Head of Data Governance,https://www.des-madrid.com/agenda-2021-speakers/elena-diaz-de-liano/,"I have always worked hand in hand with Data. First in academic research, in Plant Biotechnology, and later, in business, in large transformational initiatives in different industries (Retail, Telco, Banking, Services) managing projects where the Data were the pillar that fueled and sustained everything. This journey has led me to my current position as Head of Data Governance at Sodexo Benefits and Rewards, where I do my best so that the company’s Data are taken care of as only they deserve.",https://www.linkedin.com/in/elena-d%C3%ADaz-de-lia%C3%B1o-espinal-5b299344/,TW no disponible
58,Elena Gómez del Pozuelo,Baby Friendly Companies,CEO,https://www.des-madrid.com/agenda-2021-speakers/elena-gomez-del-pozuelo/,Elena is a very well known international entrepreneur: she is being nominated by Forbes between the 10 most spanish influential people in business and she is being nominated by linkedin between the 10 most influential people in Spain. Former President of Adigital.,https://www.linkedin.com/in/elenagomezdelpozuelo/,https://twitter.com/@gomezdelpozuelo
59,Elena Liria Fernández,Agencia para la Administración Digital de la Comunidad de Madrid,Consejería Delegada,https://www.des-madrid.com/agenda-2021-speakers/elena-liria-fernandez/,"Licenciada en Informática por la Universidad de Deusto y Máster ISIC (Ingênierie des Systèmes Informatiques Communicants) (ENST), Telecom Bretagne, Francia. Con más de 22 años de experiencia, desarrolló parte de su Carrera Profesional en el sector privado en consultoría, primero en IECISA en 1997 y después incorporándose en 1998 a DMR Consulting. Desde el 2005 desarrolla su trabajo en la Agencia para la Administración Digital de la Comunidad de Madrid, dónde desde el 2019 es Consejera Delegada. ",no disponible,no disponible
0,Elena Liria Fernández,Agencia para la Administración Digital de la Comunidad de Madrid,Consejería Delegada,https://www.des-madrid.com/agenda-2021-speakers/elena-liria-fernandez/,"Licenciada en Informática por la Universidad de Deusto y Máster ISIC (Ingênierie des Systèmes Informatiques Communicants) (ENST), Telecom Bretagne, Francia. Con más de 22 años de experiencia, desarrolló parte de su Carrera Profesional en el sector privado en consultoría, primero en IECISA en 1997 y después incorporándose en 1998 a DMR Consulting. Desde el 2005 desarrolla su trabajo en la Agencia para la Administración Digital de la Comunidad de Madrid, dónde desde el 2019 es Consejera Delegada. ",no disponible,no disponible
1,Elena Vega,Digital Element,VP Sales Southern Europe and Middle East,https://www.des-madrid.com/agenda-2021-speakers/elena-vega/,Working in the Digital Industry for over 16 years already across multiple markets and verticals. Specialised in IP geolocation data over the past 8 years. ,linkedin.com/in/elevega,TW no disponible
